index	title	description	category
291	Will ‘Aquaman And The Lost Kingdom’ Beat The 2023 Box Office Curse?	The final chapter of the DCEU hopes to end its collapsed superhero world on a high note this Christmas, ahead of the 2025 DCU reboot.	
292	Oppenheimer Box Office Passes Near-$1 Billion Milestone Days Before Digital Release	Christopher Nolan's Oppenheimer box office has passed a major near-$1 billion milestone in theaters just days before its impending digital release.	
293	The week in film: Thanksgiving's gory feast, and what's wrong with Marvel	Horror fans have been waiting more than a decade for Thanksgiving, director Eli Roth’s holiday slasher about a killer in a pilgrim mask terrorizing a small Massachusetts town. Ever since Roth’s fake trailer for the film showed up in Quentin Tarantino and Robe…	
294	Scary First Trailer for Angry Imaginary Friend Horror Film 'Imaginary'	"""Maybe we shouldn't play together anymore, Chauncey!!"" Blumhouse + Lionsgate have revealed the first official trailer for a horror movie titled Imaginary, materializing in theaters in March next year. Not to be confused with the other 2024 movie starring Emil…"	
295	Iman Vellani Gives A Perfect Answer About The Marvels’ Bad Box Office	I really do think The Marvels lost something when they were unable to send Iman Vellani on a press tour ahead of the film,	
296	Cat Power Performs Bob Dylan’s ‘Like a Rolling Stone’ on ‘Fallon’	Cat Power performed Bob Dylan’s ‘Like a Rolling Stone’ from her album Cat Power Sings Dylan on The Tonight Show Starring Jimmy Fallon.	
297	The Gotham Group Signs Nigerian ‘Mami Wata’ Director CJ Obasi	EXCLUSIVE: The Gotham Group has signed Nigerian filmmaker C.J. Obasi, whose latest feature Mami Wata is Nigeria’s entry for Best International Feature Oscar in the 96th Academy Awards. Mami Wata world premiered at the Sundance Film Festival in its World Cinem…	
298	New US Trailer for German Film 'The Teachers' Lounge' - A Must See	"""It's about mathematics not magic."" Sony Pictures Classics has revealed the US trailer for the German film titled The Teachers' Lounge, made by Ilker Çatak. It won a bunch of awards already, with rave reviews from almost everyone who has seen it, earning €1.8…"	
299	You Can Now Watch The Creator at Home, and You Should	"The Creator is now at home.
Image: Fox
Remember when you saw the epic, awesome trailer for The Creator and thought “Oh, that’s cool, I’d like to see that” but then didn’t? Well, now you can change that because The Creator is finally available at home.Co-wri…"	
300	The Witcher Is Returning to Animation, and Bringing a New-Old Voice With It	We’re going to be waiting a long while before Geralt’s live-action adventures—complete with a new face—continue on Netflix. But that’s not to say the Witcher won’t be witching any time soon either, thanks to a new movie—starring a very familiar voice.Read mor…	
301	'The Marvels' bombs with worst MCU opening yet	The age of superhero movies is over. 'The Marvels,' already perceived as the MCU's Hail Mary, failed to crack $48m on its opening weekend. With a $274.8m official budget (and much more spent on marketing), it is all but doomed to be the fall movie season's bi…	
302	The Morning After: Is the M3 iMac worth it?	"Unlike many of my peers, I prefer desktops to laptops, so I’m always excited when a new iMac rolls off the production line. I’ve had my eye on one for a while, especially now it’s packing an M3 chip
 with all the power that promises. Sadly for me and other d…"	
303	"""Titicut Follies"" (1967) is a once-banned documentary about the horrific treatment of prisoners at Bridgewater State Hospital"	"Titicut Follies is a documentary released in 1967 that exposed the horrific and cruel treatment of prisoners in 1966 at the Bridgewater State Hospital for the criminally insane in Bridgewater, Massachusetts.



It was produced, written, and directed by Freder…"	
304	The Smile Announce New Album Wall of Eyes, Share Video for New Song Directed by Paul Thomas Anderson	The band also announced European tour dates for 2024	
305	“Maestro” Is a Leonard Bernstein Bio-Pic as Restless as Its Subject	Anthony Lane reviews “Maestro,” Bradley Cooper’s bio-pic about Leonard Bernstein, starring Cooper as Bernstein and Carey Mulligan as his long-suffering wife, Felicia.	
306	The Marvels Has The Worst MCU Box Office Debut Ever	Captain Marvel might be the most powerful Avenger, but that didn't help the superhero's sequel at the box office. The Marvels just opened with the worst start ever for the MCU by pulling in $47 million domestically--$110.3 total when adding in international m…	
307	Big Blanket Oversized Blanket Review: Comfortable Oversized Luxury	Never have a cold foot sticking out from under a blanket again. The Oversized Blanket can cover your whole family, and some friends.	
308	Ian McKellen to play Falstaff in Shakespeare adaptation Player Kings	The actor will portray Falstaff in a new play which blends Shakespeare's Henry IV, parts one and two	
309	Madame Web’s trailer has given us cinematic perfection with one line	Does Marvel’s Madame Web movie, starring Dakota Johnson, look awful? Who knows — but her line in the trailer about Ezekiel is the stuff great memes are made of.	
310	‘The Marvels’ Debuts Atop U.K., Ireland Box Office as ‘Tiger 3’ Roars	Disney’s “The Marvels” debuted atop the U.K. and Ireland box office with £3.4 million ($4.2 million), according to numbers released by Comscore. However, in keeping with its global bow, the opening was soft as the latest installment in the MCU scored just abo…	
311	Scott Pilgrim Takes Off review: Much, much weirder than a mere nostalgia trip	Starring Michael Cera, Mary Elizabeth Winstead, and the rest of the cast from the 2010 film, Netflix's Scott Pilgrim anime is very odd indeed	
312	Pink Siifu Covers Gonjasufi’s “Sheep” in Video Directed by Fugazi’s Brendan Canty: Watch	The musician performed the 2010 track for Sounds of Saving and the 988 Suicide & Crisis Lifeline’s “Song That Found Me at the Right Time” series	
313	Watch the National and Phoebe Bridgers’ New “Laugh Track” Video, Directed by Bob’s Burgers’ Bernard Derriman	A couple mulls the big questions in the visual for the title track of the National’s recent album	
314	New US Trailer for African Spiritual Thriller 'Omen' Directed by Baloji	"""Here they tell you to do something, and you do it."" Utopia has unveiled the first trailer for an atmospheric thriller from Africa titled Omen, the feature directorial debut of the artist / filmmaker known as ""Baloji"". This premiered at the 2023 Cannes Film F…"	
315	Robert Butler, Star Trek & Batman TV Director, Has Died at Age 95	Filmmaker Robert Butler passed away earlier in the month on November 3 at 95 years old, according to the Hollywood Reporter.Read more...	
316	The Marvels is headed for one of the MCU's all-time worst box office openings	Whatever your feelings about the current creative state of the Marvel Cinematic Universe, it’s hard to deny that the franchise’s financial issues are becoming more obvious by the week. That’s come into especially tight focus this week, with the release of Nia…	
317	Bandra movie review: Dileep film is just a copy of a copy of a copy	Bandra movie review: Arun Gopy's Bandra, starring Dileep and Tamannaah Bhatia in the lead roles, starts off as an unpromising movie and ends pretty much the same way, after making the viewers experience too many déjà vus.	
318	‘Priscilla’, ‘The Holdovers’ Expand Nicely; ‘Dream Scenario’ With Nicolas Cage Sees Solid Limited Opening – Specialty Box Office	Festival and specialty fare releases crowded the top ten this weekend with Priscilla (A24) and The Holdovers (Focus Features) expanding to hit nos. 4 and 6 respectively. Yash Raj Films’ Bollywood thriller Tiger 3 is at no. 8, and world of mouth continued to b…	
319	Today In Good News: The 2023 Box Office Has Already Surpassed The Entire Total For 2022	The domestic box office total for 2023 has already surpassed that for 2022. Unfortunately, however, 2024 may struggle to continue that upward trend.	
320	The Marvels Is On Track For One Of The MCU's Lowest Box Office Openings	Bad news for The Marvels: the latest from the Marvel Cinematic Universe looks to be headed towards a less-than-great opening weekend at the box office.	
321	The first original Invincible videogame, starring Atom Eve, is out today	Robert Kirkman's Invincible is a comic book and lately, animated series about a young superhero finding in his feet in a world where superheroes routinely get decapitated, disembowelled, melted, squished or just plain old beaten to a pulp. Much like The Boys,…	
322	Marvel's The Marvels opens at the top of the weekend box office, and let’s leave it at that	It looks like Marvel Studios’ domination of the U.S. box office continues, with The Marvels—the latest entry in the MCU—opening in the number one spot. Of course… it did also manage to have the worst opening weekend in the history of the franchise, as predict…	
323	‘The Garfield Movie’ Trailer: Chris Pratt’s Lasagna-Loving Fat Cat Is Back	‘The Garfield Movie’ released the film's first trailer, starring Chris Pratt, Samuel. L. Jackson, Hannah Waddingham, and Bowen Yang.	
324	The Marvels Box Office Was Even Worse Than Expected – What The Heck Happened?	The Marvels, the latest film in the ongoing Marvel Cinematic Universe, significantly stumbled in its opening weekend, marking the worst MCU opening ever.	
325	John Kramer Kills Again! (At The Box Office As Saw X Crosses $100 Million)	Saw continues to be an unstoppable force at the box office, with Saw X bringing in more than $100 million in theaters. Who&amp;#39;s ready to play another game?	
326	20 Years Ago, Elf Became A Huge Box Office Hit (And A Modern Holiday Classic)	Elf helped turn Jon Favreau into a must-get director, proved Will Ferrell was more than an R-rated comedian, and made a modern Christmas classic.	
