index	title	description	category	keyword
0	Disney's Latest Movie, 'Wish,' Flops Over Thanksgiving Weekend	Another miss from Disney at the box office -- the studio's latest original animated movie bombed with moviegoers over the holiday break ... marking just the latest flop for 'em. Of course, we're talking about 'Wish' ... with Ariana DeBose as the…		box office
1	Taylor Swift: The Eras Tour Gets Rental and On-Demand Release Date	Taylor Swift’s blockbuster concert film, now featuring additional performances, will be available to watch online next month		box office
2	Beyoncé Renaissance Box Office Prediction: Will It Beat the Taylor Swift Eras Tour?	With the Beyoncé Renaissance tour movie heading to the theaters, many fans are interested in the box office projections around it. Is the movie predicted to beat Taylor Swift: The Eras Tour? Here’s all you need to know.   How Much Money is Beyoncé’s Renaissan…		box office
3	Hunger Games Wins Thanksgiving Weekend Box Office	Hunger Games: The Ballad of Songbirds & Snakes held off some stiff competition this holiday box office weekend to stay number one. The prequel added $42 million over the five-day holiday period, Pushing it close to the $100 million mark in its first two weeke…		box office
4	Christopher Nolan Says Movie Business Needs Blockbusters To Help Pay For Other Movies	Christopher Nolan has commented on the state of moviemaking and the film business, observing that Hollywood succeeds when it produces both blockbuster sequels and smaller-scale projects at the same time. He spoke to the Associated Press about the balance in H…		box office
5	Nintendo’s Zelda movie needs to be nothing like The Super Mario Bros. Movie	The Super Mario Bros. Movie may have been a success, but the upcoming Zelda movie shouldn't copy its notes.		box office
6	The Hunger Games: The Ballad Of Songbirds & Snakes Box Office Nears Crucial Milestone Globally	The Hunger Games: The Ballad of Songbirds and Snakes is still trailing behind previous entries, but nears an important box office milestone.		box office
8	Five Nights at Freddy’s Becomes Blumhouse’s Biggest Movie Ever	As its theatrical run begins to wind down, the Five Nights at Freddy’s movie has gone and set another record by becoming Blumhouse’s biggest performer of all time at the box office. Five Nights at Freddy’s Has Another Celebratory Pizza Party The video game ad…		box office
10	Disney's 'Wish' Was Expected to Debut at #1 -- but Loses to 'Hunger Games,' 'Napoleon' at Box Office	In a close contest for second place, Ridley Scott's “Napoleon” narrowly outmaneuvered Disney's “Wish” at the box office.		box office
12	"Do The ""Legacy Nods"" In Wish Hint At A Disney Multiverse?"	"Wish is not exactly having a very good time at the box office or critically, which is a shame because there are some elements of the film that work. However, Wish, and its love for previous Disney movies and its desire to get as many ""legacy nods"" in there as…"		box office
13	THE MARVELS Once Again Fails To Take Off At The Box Office Over Five-Day Thanksgiving Weekend	There were hopes that The Marvels might recoup some of its losses over Thanksgiving, but it appears the Captain Marvel sequel's time making anything significant at the box office is already winding down...		box office
15	Avatar 3: James Cameron Provides An Update On Post-Production	A little over a year ago, we had to stop making jokes about how the Avatar sequels weren't real and would never come out because the first of them finally did. Avatar: The Way of Water wasn't for everyone, but it was for plenty of people, and the box numbers …		box office
16	Taylor Swift: The Eras Tour Movie Digital Release Date Set, Features 3 Cut Songs	Following the successful theatrical release of The Eras Tour movie concert, Taylor Swift has officially announced that she has partnered with Universal Pictures Home Entertainment for the upcoming digital release of The Taylor Swift: The Eras Tour (Extended V…		box office
17	Napoleon's Rotten Tomatoes Score Completes Joaquin Phoenix's Disappointing 2023 (& 2024 May Not Fix It)	Both of Joaquin Phoenix’s 2023 movies have resulted in divisive Rotten Tomatoes scores, and the actor’s 2024 slate may not lead to a comeback.		box office
18	'Hunger Games' feasts, 'Napoleon' conquers but 'Wish' doesn't come true at Thanksgiving box office	The Walt Disney Co.’s “Wish” had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as “The Hunger Games: The Ballad of Songbirds and Snakes” led ticket sales for the second weekend, according to studio est…		box office
19	Box Office Report: At Waterloo, Disney Did Surrender	"Thanksgiving Weekend is typically a busy period for cinemas. It's the holidays, people get together with their families, and going to see a movie is a tried-and-true way to satisfy a throng of people bound by blood and not much...
Read more..."		box office
23	The daily gossip: Taylor Swift dropping 'Eras Tour' movie extended cut on her birthday, Disney's 'Wish' disappoints at Thanksgiving box office, and more	Today's top entertainment and celebrity news		box office
24	'Hunger Games' leads weekend box office again as 'Napoleon' has to settle for second place	Ridley Scott's epic outperformed expectations to take $32.5 million over the five-day weekend and an estimated $20.4 million Friday through Sunday.		box office
25	“12.12: The Day” Surpasses 2 Million Moviegoers In Less Than A Week	“12.12: The Day” is sweeping the Korean box office! According to the Korean Film Council, “12.12: The Day” reached a total of 2,001,178 moviegoers as of 1:05 p.m. KST on November 27, which is the sixth day of the film’s release. The box office record of “12.1…		box office
26	Deadpool 3 Has Resumed Production After Recent Release Date Delay	Now that studios like Disney have finally decided that actors and writers are worth paying livable wages to and the strikes have ended, productions have quickly jumped on the chance to get back to work. There are a lot of films stuck in weird places where the…		box office
27	Five Nights At Freddy's Movie Breaks Even More Box Office Records	The Five Nights at Freddy's movie continues to soar at the box office. After another weekend in theaters, it has now earned $136 million in the US and $147 million from international markets for a total of $283 million so far. That makes it Blumhouse's highes…		box office
29	The Hunger Games Emerges As The Surprise Victor Of 2023's Thanksgiving Box Office	The odds weren&amp;#39;t in The Hunger Games: The Ballad of Songbirds and Snakes&amp;#39; favor, but the prequel has held on to the box office top spot over Thanksgiving.		box office
30	Which Movie Is the Most Thankful at the Box Office?	‘Wish’, ‘Napoleon’, and ‘Hunger Games: The Ballad of Songbirds and Snakes’ are battling it out for the top spot over the Thanksgiving weekend. Which movie will be the most thankful for moviegoers?		box office
31	10 Movie Franchises Robbed Of Good Endings	Some movies failed at the box office, and the story never got a proper tie-up; other franchises went on for too long and ruined their perfect endings.		box office
32	Multiverse Saga's Box Office Numbers Suggest Marvel Studios' Recent Woes May Have Been Wildly Overstated	"Talk of ""superhero fatigue"" continues to make headlines, but is the genre - and Marvel Studios, in particular - really in as much trouble as some would have you believe? Not according to the box office!"		box office
33	Keanu Reeves' Salary for All Four 'John Wick' Movies Revealed: See How His Payday Grew Each Time!	Keanu Reeves‘ fourth installment of the John Wick film franchise was released earlier this year and each movie has been more successful than the last. John Wick: Chapter 4 set a franchise record by grossing $73.8 million in its opening weekend, breaking the p…		box office
34	Marvel Studios: Is the fairy tale over?	Marvel Studios has been the dominant creative force in global cinema for over a decade and a half. But its declining fortunes have come to a head with the dismal box office of The Marvels. Is this a blip or is this the death of modern superhero cinema?		box office
35	“Elemental” Director On Box-Office Turnaround	Pixar’s “Elemental” debuted to just $29 million in mid-June this year, the lowest debut for a Pixar movie since 1995, leading to many quickly writing off the film as a box-office bomb and a notable failure of the year so far. Then, inexplicably, the film foun…		box office
36	2023 Secretly Became The Year Of The Toy Movie Battle Royal	Though five movies based on toys released in 2023, one movie rose above the rest becoming the clear winner in the year of the toy movie battle royal.		box office
37	Box Office Update: The Hunger Games pulling off shocking victory	"The Hunger Games prequel has a lot to be thankful for this weekend as it pulls off the upset victory over two new releases.
The post Box Office Update: The Hunger Games pulling off shocking victory appeared first on JoBlo."		box office
38	10 Recent Movies That Make Hollywood's Bloated $200 Million Budget Problem Look Absurd	Movie budgets have inflated to regularly exceed $200 million, but there are plenty of less expensive movies which prove this is unnecessary.		box office
39	Will 'Barbie' Get a Sequel? Margot Robbie Weighs In On Revisiting Iconic Character, Talks Biggest Takeaway	Barbie is without a doubt the biggest movie of the year, and fans started asking for a sequel almost as soon as they walked out of theaters. Despite fan demand, we learned that getting Barbie 2 would be significantly more complicated than most sequels. Now th…		box office
